Text Type,Text Index,1 English (영어),2 Korean (한국어),3 French (프랑스어),4 German (독일어),5 Spanish (스페인어),6 Italian (이탈리아어),7 Danish (덴마크어),8 Japanese (일본어),9 Chinese_Traditional (중국어-번체),10 Chinese_Simplified (중국어-간체),11 Polish (폴란드어),
AddImageFile,693,Add Image File,이미지 파일 추가,Ajouter un fichier image,Bilddatei hinzufügen,Agregar archivo de imagen,Aggiungi file immagine,Tilføj billedfil,画像ファイルを追加,添加圖像文件,添加图像文件,Dodaj plik obrazu,
Setting_AutoImageSetToMeshCreation,694,If there is only one image[c] the image is automatically set when creating the mesh,이미지가 한개인 경우[c] 메시를 생성할 때 자동으로 이미지가 설정됨,S'il n'y a qu'une seule image[c] l'image est automatiquement définie lors de la création du maillage,Wenn nur ein Bild vorhanden ist[c] wird das Bild beim Erstellen des Netzes automatisch festgelegt,Si solo hay una imagen[c] la imagen se configura automáticamente al crear la malla,Se è presente una sola immagine[c] l'immagine viene impostata automaticamente durante la creazione della trama,Hvis der kun er et billede[c] indstilles billedet automatisk[c] når netværket oprettes,画像が1つしかない場合は[c]メッシュの作成時に画像が自動的に設定されます,如果只有一張圖像[c]則在創建網格時會自動設置該圖像,如果只有一张图像[c]则在创建网格时会自动设置该图像,Jeśli jest tylko jeden obraz[c] jest on automatycznie ustawiany podczas tworzenia siatki,
Setting_InitAutoKeyframeOption,695,[Auto Keyframe] option is turned off when animation is selected,애니메이션을 선택시 [자동 키 생성] 옵션이 꺼짐,L'option [Auto-clé] est désactivée lorsque l'animation est sélectionnée,Die Option [Auto-Schlüssel] ist deaktiviert[c] wenn die Animation ausgewählt ist,La opción [Auto-clave] se desactiva cuando se selecciona la animación,L'opzione [Auto-chiave] è disattivata quando è selezionata l'animazione,[Auto-Tilføje] er slået fra[c] når animation er valgt,アニメーションを選択すると[c][自動キー]オプションがオフになります,選擇動畫時[c][自動鍵]選項關閉,选择动画时[c][自动键]选项关闭,Opcja [Auto-kluczowa] jest wyłączona po wybraniu animacji,
DLG_RenameSyncSubMeshGroupObject_Title,696,Rename sub mesh group,다른 서브 메시 그룹의 이름 바꾸기,Renommer le sous-groupe de mailles,Benennen Sie die Sub-Mesh-Gruppe um,Cambiar el nombre del subgrupo de mallas,Rinomina gruppo di sub mesh,Omdøb undermaskegruppen,サブメッシュグループの名前を変更,重命名子網格組,重命名子网格组,Zmień nazwę podrzędnej grupy siatki,
DLG_RenameSyncSubMeshGroupObject_Body,697,This mesh group belongs to another mesh group. Do you want to synchronize the changed name to the sub mesh group object?,다른 메시 그룹에 속한 메시 그룹입니다. 변경된 이름을 자식 메시 그룹인 객체에도 동기화할까요?,Ce groupe de mailles appartient à un autre groupe de mailles. Voulez-vous synchroniser le nom modifié avec l'objet du sous-groupe de mailles?,Diese Netzgruppe gehört zu einer anderen Netzgruppe. Möchten Sie den geänderten Namen mit dem Subnetzgruppenobjekt synchronisieren?,Este grupo de mallas pertenece a otro grupo de mallas. ¿Desea sincronizar el nombre cambiado con el objeto del grupo de submallas?,Questo gruppo di mesh appartiene a un altro gruppo di mesh. Vuoi sincronizzare il nome modificato con l'oggetto del gruppo mesh secondario?,Denne maskegruppe tilhører en anden maskegruppe. Ønsker du at synkronisere det ændrede navn til subnet-gruppeobjektet?,このメッシュグループは別のメッシュグループに属しています。 変更した名前をサブメッシュグループオブジェクトに同期しますか？,該網格組屬於另一個網格組。 是否要將更改後的名稱同步到子網格組對象？,该网格组属于另一个网格组。 是否要将更改后的名称同步到子网格组对象？,Ta grupa siatek należy do innej grupy siatek. Czy chcesz zsynchronizować zmienioną nazwę z obiektem grupy podsieci?,
Setting_UpdateMode,698,Update Mode,업데이트 모드,Mode de mise à jour,Aktualisierungsmodus,Modo de actualizacion,Modalità di aggiornamento,Opdateringstilstand,更新モード,更新模式,更新模式,Tryb aktualizacji,
Setting_WarningAccPlugin_NotSupported,699,Accelerated mode is not supported in the current environment.,가속 모드가 지원되지 환경입니다.,Le mode accéléré n'est pas pris en charge dans l'environnement actuel.,Der beschleunigte Modus wird in der aktuellen Umgebung nicht unterstützt.,El modo acelerado no es compatible con el entorno actual.,La modalità accelerata non è supportata nell'ambiente corrente.,Accelereret tilstand understøttes ikke i det aktuelle miljø.,現在の環境では加速モードはサポートされていません。,當前環境不支持加速模式。,当前环境不支持加速模式。,Tryb przyspieszony nie jest obsługiwany w bieżącym środowisku.,
Setting_WarningAccPlugin_NotInstalled,700,The plugin of Accelerated mode is not installed or not loaded.,가속 모드 플러그인이 설치되지 않았거나 로드되지 않았습니다.,Le plugin du mode Accéléré n'est pas installé ou n'est pas chargé.,Das Plugin des beschleunigten Modus ist nicht installiert oder nicht geladen.,El complemento del modo acelerado no está instalado o no está cargado.,Il plugin della modalità accelerata non è installato o non è caricato.,Plugin i accelereret tilstand er ikke installeret eller ikke indlæst.,加速モードのプラグインがインストールされていないかロードされていません。,加速模式插件未安裝或未加載。,加速模式插件未安装或未加载。,Wtyczka trybu przyspieszonego nie jest zainstalowana lub nie jest załadowana.,
Setting_WarningAccPlugin_PrevVersion,701,An older version of the plugin is installed.,이전 버전의 플러그인이 설치되어 있습니다.,Une ancienne version du plugin est installée.,Eine ältere Version des Plugins ist installiert.,Se instala una versión anterior del complemento.,È installata una versione precedente del plugin.,En ældre version af pluginet er installeret.,古いバージョンのプラグインがインストールされています。,安裝了舊版本的插件。,安装了旧版本的插件。,Zainstalowana jest starsza wersja wtyczki.,
Setting_WarningAccPlugin_InstallReserved,702,When Unity editor is restarted[c] the plugin will be installed automatically.,유니티 에디터를 다시 열면 플러그인이 자동으로 설치됩니다.,Lorsque l'éditeur Unity est redémarré[c] le plugin sera installé automatiquement.,Beim Neustart des Unity-Editors wird das Plugin automatisch installiert.,Cuando se reinicia el editor de Unity[c] el complemento se instalará automáticamente.,Quando l'editor di Unity viene riavviato[c] il plugin verrà installato automaticamente.,Når Unity editor genstartes[c] installeres pluginet automatisk.,Unity エディターを再起動すると[c]プラグインが自動的にインストールされます。,當 Unity 編輯器重新啟動時[c]插件將自動安裝。,当 Unity 编辑器重新启动时[c]插件将自动安装。,Po ponownym uruchomieniu edytora Unity wtyczka zostanie zainstalowana automatycznie.,
Setting_AccPlugin_Install,703,Install Plugin,플러그인 설치,Installer le plugin,PIugin installieren,Instalar complemento,Installa plugin,Installer plugin,プラグインをインストール,安裝插件,安装插件,Zainstaluj wtyczkę,
DLG_AccPluginInstall_Title,704,Install the accelerated mode plugin,가속 모드 플러그인 설치,Installer le plugin en mode accéléré,Installieren Sie das Plugin für den beschleunigten Modus,Instale el complemento de modo acelerado,Installa il plugin per la modalità accelerata,Installer plugin til accelereret tilstand,加速モード プラグインをインストールする,安裝加速模式插件,安装加速模式插件,Zainstaluj wtyczkę trybu przyspieszonego,
DLG_AccPluginInstall_Body,705,The accelerated mode plugin installation is scheduled.[]After restarting Unity editor[c] the plugin will be installed automatically.,가속 모드 플러그인 설치를 예약합니다.[]유니티 에디터를 종료한 후 다시 실행하면 자동으로 플러그인이 설치됩니다.,L'installation du plugin en mode accéléré est planifiée.[]Après le redémarrage de l'éditeur Unity[c] le plugin sera installé automatiquement.,Die Installation des Plugins im beschleunigten Modus ist geplant.[]Nach dem Neustart des Unity-Editors wird das Plugin automatisch installiert.,La instalación del complemento en modo acelerado está programada.[]Después de reiniciar el editor de Unity[c] el complemento se instalará automáticamente.,L'installazione del plug-in in modalità accelerata è pianificata.[]Dopo aver riavviato l'editor Unity[c] il plug-in verrà installato automaticamente.,Installationen af accelereret mode-plugin er planlagt.[]Efter genstart af Unity-editoren installeres pluginet automatisk.,加速モードプラグインのインストールが予定されています。[]Unityエディターを再起動すると[c]プラグインは自動的にインストールされます。,加速模式插件安裝已安排。[]重啟Unity編輯器後[c]插件將自動安裝。,加速模式插件安装已安排。[]重启Unity编辑器后[c]插件将自动安装。,Instalacja wtyczki w trybie przyspieszonym jest zaplanowana.[]Po ponownym uruchomieniu edytora Unity wtyczka zostanie zainstalowana automatycznie.,
Direction,706,Direction,방향,Direction,Richtung,Dirección,Direzione,Retning,方向,方向,方向,Kierunek,
Thickness,707,Thickness,굵기,Épaisseur,Dicke,Grosor,Spessore,Tykkelse,厚さ,厚度,厚度,Grubość,
AddNewGuidelines,708,Add New Guideline,새로운 안내선 추가,Ajouter une nouvelle ligne directrices,Neue Hilfslinie hinzufügen,Agregar nueva pauta,Aggiungi nuova linea guida,Tilføj ny retningslinje,新しいガイドラインを追加,添加新指南,添加新指南,Dodaj nowe wytyczne,
RemoveAllGuidelines,709,Remove All Guidelines,모든 안내선 삭제,Supprimer toutes les lignes directrices,Alle Hilfslinien entfernen,Eliminar todas las pautas,Rimuovi tutte le linee guida,Fjern alle retningslinjer,すべてのガイドラインを削除,刪除所有指南,删除所有指南,Usuń wszystkie wytyczne,
DLG_RemoveGuideline_Title,710,Remove Guideline,안내선 삭제하기,Supprimer la ligne directrice,Richtlinie entfernen,Quitar la pautas,Rimuovi linea guida,Fjern retningslinje,ガイドラインを削除,刪除指南,删除指南,Usuń wytyczne,
DLG_RemoveGuideline_All_Body,711,Are you sure you want to remove all guidelines?,모든 안내선을 삭제하시겠습니까?,Voulez-vous vraiment supprimer toutes les lignes directrices ?,Möchten Sie wirklich alle Hilfslinien entfernen?,¿Está seguro de que desea eliminar todas las pautas?,Sei sicuro di voler rimuovere tutte le linee guida?,Er du sikker på[c] at du vil fjerne alle retningslinjer?,本当にすべてのガイドラインを削除しますか?,確定要刪除所有指南嗎？,确定要删除所有指南吗？,Czy na pewno chcesz usunąć wszystkie wytyczne?,
DLG_RemoveGuideline_Single_Body,712,Are you sure you want to remove the selected guideline?,선택된 안내선을 삭제하시겠습니까?,Voulez-vous vraiment supprimer la ligne directrices sélectionnée ?,Möchten Sie die ausgewählte Hilfslinie wirklich entfernen?,¿Está seguro de que desea eliminar la pauta seleccionada?,Sei sicuro di voler rimuovere la linea guida selezionata?,Er du sikker på[c] at du vil fjerne den valgte retningslinje?,選択したガイドラインを削除しますか?,您確定要刪除所選的指南嗎？,您确定要删除所选的指南吗？,Czy na pewno chcesz usunąć wybrane wytyczne?,
DLG_MigratationMultipleMeshTF_Title,713,Migration Warning,마이그레이션 안내,Avertissement de migration,Migrationswarnung,Advertencia de migración,Avviso di migrazione,Migrationsadvarsel,移行の警告,遷移警告,迁移警告,Ostrzeżenie dotyczące migracji,
DLG_MigratationMultipleMeshTF_Body,714,{0} Sub Meshes cannot be migrated because they belong to different Mesh Groups.[]Run the migration by selecting the Sub Meshes again.,{0}개의 서브 메시들은 다른 메시 그룹에 속하므로 마이그레이션 대상이 되지 않습니다.[]해당 서브 메시들을 선택하여 다시 마이그레이션을 실행해주세요.,{0} Les sous-maillages ne peuvent pas être migrés car ils appartiennent à des groupes de maillages différents.[]Exécutez la migration en sélectionnant à nouveau les sous-maillages.,{0} Unternetze können nicht migriert werden[c] da sie zu verschiedenen Netzgruppen gehören.[]Führen Sie die Migration aus[c] indem Sie die Unternetze erneut auswählen.,{0} Las sub mallas no se pueden migrar porque pertenecen a diferentes grupos de mallas.[]Ejecute la migración seleccionando las sub mallas nuevamente.,{0} Le Sub Mesh non possono essere migrate perché appartengono a Gruppi di Mesh differenti.[]Esegui la migrazione selezionando nuovamente le Sub Mesh.,{0} Sub Meshes kan ikke migreres[c] fordi de tilhører forskellige Mesh Groups.[]Kør migreringen ved at vælge Sub Meshes igen.,{0}サブメッシュは異なるメッシュグループに属しているため[c]移行できません。[]サブメッシュを再度選択して移行を実行します。,{0}子網格無法遷移[c]因為它們屬於不同的網格組。[]通過再次選擇子網格運行遷移。,{0}子网格无法迁移[c]因为它们属于不同的网格组。[]通过再次选择子网格运行迁移。,{0} podsiatek nie może być migrowanych[c] ponieważ należą one do różnych grup siatek.[]Uruchom migrację[c] wybierając ponownie podsiatki.,
DLG_ModInfo_ColorOnly,715,Changing the only color[]according to [Controller],[컨트롤러]로 색상만[]별도로 바꿀 수 있습니다.,Changer la seule couleur[]selon [Controller],Ändern der einzigen Farbe[]gemäß [Controller],Cambiar el único color[]según [Controlador],Modifica dell'unico colore[]in base a [Controller],Ændring af den eneste farve[]i henhold til [Controller],「コントローラー」に応じて[]唯一の色を変更する,根據[控制器]更改唯一顏色,根据[控制器]更改唯一颜色,Zmiana jedynego koloru[]zgodnie z [Kontroler],
DLG_ModInfo_AnimatedColorOnly,716,Changing the only color[]according to [Animation],[애니메이션]으로 색상만[]별도로 바꿀 수 있습니다.,Changer la seule couleur[]selon [Animation],Ändern der einzigen Farbe[]gemäß [Animation],Cambiar el único color[]según [Animación],Modifica dell'unico colore[]in base a [Animazione],Ændring af den eneste farve[]i henhold til [Animation],「アニメーション」に合わせて[]唯一の色を変える,根據[動畫]更改唯一顏色,根据[动画]更改唯一颜色,Zmiana jedynego koloru[]zgodnie z [Animacją],
Setting_UnityEditorUI,717,Unity Editor UI,Unity 에디터 UI,UI de l'éditeur Unity,Benutzeroberfläche des Unity-Editors,Interfaz de usuario del editor de Unity,Interfaccia utente dell'editor di Unity,Unity Editor UI,UnityエディターUI,Unity 編輯器用戶界面,Unity 编辑器用户界面,Interfejs edytora Unity,
Setting_HierarchyIcon,718,Hierarchy Icon,Hierarchy 아이콘,Icône de la hiérarchie,Hierarchiesymbol,Icono de jerarquía,Icona Gerarchia,Hierarki-ikon,階層アイコン,層次結構圖標,层次结构图标,Ikona hierarchii,
DLG_ChangeImageSize_Title,719,Change image size,이미지 크기 변경,Changer la taille de l'image,Bildgröße ändern,Cambiar el tamaño de la imagen,Cambia la dimensione dell'immagine,Skift billedstørrelse,画像サイズを変更,更改圖像大小,更改图像大小,Zmień rozmiar obrazu,
DLG_ChangeImageSize_Body1,720,Changing the image size also affects the associated meshes.[]Do you want to apply the changed values?,이미지 크기를 변경하면 관련된 메시들에도 영향을 줍니다.[]변경된 값을 적용하시겠습니까?,La modification de la taille de l'image affecte également les maillages associés.[]Voulez-vous appliquer les valeurs modifiées ?,Das Ändern der Bildgröße wirkt sich auch auf die zugehörigen Meshes aus.[]Möchten Sie die geänderten Werte übernehmen?,Cambiar el tamaño de la imagen también afecta a las mallas asociadas. []¿Desea aplicar los valores modificados?,La modifica delle dimensioni dell'immagine influisce anche sulle mesh associate.[]Vuoi applicare i valori modificati?,Ændring af billedstørrelsen påvirker også de tilhørende masker. []Vil du anvende de ændrede værdier?,画像サイズを変更すると[c]関連するメッシュにも影響します。[]変更した値を適用しますか？,更改圖像大小也會影響關聯的網格。[]是否要應用更改後的值？,更改图像大小也会影响关联的网格。[]是否要应用更改后的值？,Zmiana rozmiaru obrazu wpływa również na powiązane siatki.[]Czy chcesz zastosować zmienione wartości?,
DLG_ChangeImageSize_Body2,721,When the shape of the meshes changes[c] the size of the objects in the mesh group also changes.[]Do you want the scale to be calibrated to keep the look?,메시들의 형태가 변경되면[c] 메시 그룹의 객체들의 크기도 변하게 됩니다.[]크기 값을 보정하여 외형을 그대로 유지할까요?,Lorsque la forme des maillages change[c] la taille des objets du groupe de maillages change également.[]Voulez-vous que l'échelle soit calibrée pour conserver l'apparence ?,Wenn sich die Form der Netze ändert[c] ändert sich auch die Größe der Objekte in der Netzgruppe.[]Möchten Sie die Skalierung kalibrieren[c] um das Aussehen beizubehalten?,Cuando cambia la forma de las mallas[c] también cambia el tamaño de los objetos en el grupo de mallas. []¿Quieres que la escala se calibre para mantener el aspecto?,Quando la forma delle mesh cambia[c] cambia anche la dimensione degli oggetti nel gruppo mesh.[]Vuoi che la scala sia calibrata per mantenere l'aspetto?,Når maskenes form ændres[c] ændres størrelsen på objekterne i maskegruppen også. []Vil du have skalaen kalibreret for at bevare udseendet?,メッシュの形状が変わると[c]メッシュグループ内のオブジェクトのサイズも変わります。[]外観を維持するためにスケールを調整しますか？,當網格的形狀發生變化時[c]網格組中對象的大小也會發生變化。[]是否要校準比例以保持外觀？,当网格的形状发生变化时[c]网格组中对象的大小也会发生变化。[]是否要校准比例以保持外观？,Gdy zmienia się kształt siatek[c] zmienia się również rozmiar obiektów w grupie siatek.[]Czy chcesz skalibrować skalę[c] aby zachować wygląd?,
CalibrateScale,722,Calibrate Scale,크기 보정,Calibrer l'échelle,Größe kalibrieren,Calibrar tamaño,Calibra dimensione,Kalibrer størrelse,サイズを調整,校準秤,校准秤,Skalibruj skalę,
NoImage,723,No Image,이미지 없음,Pas d'image,Kein Bild,Sin imágen,Nessuna immagine,Intet billede,画像無し,沒有圖像,没有图像,Brak obrazka,
DLG_Setting_InvertedBackground,724,Inverted Background,반전된 배경,Fond inversé,Invertierter Hintergrund,Fondo invertido,Sfondo invertito,Omvendt baggrund,反転した背景,倒置背景,倒置背景,Odwrócone tło,
DLG_AskMultipleRemove_Body,725,Are you sure you want to remove the selected objects?[](All selections will be released.),선택한 객체들을 삭제하시겠습니까?[](모든 선택이 해제됩니다.),Êtes-vous sûr de vouloir supprimer les objets sélectionnés ?[](Toutes les sélections seront libérées.),Möchten Sie die ausgewählten Objekte wirklich entfernen?[](Alle Auswahlen werden freigegeben.),¿Está seguro de que desea eliminar los objetos seleccionados?[](Se liberarán todas las selecciones).,Sei sicuro di voler rimuovere gli oggetti selezionati?[](Tutte le selezioni verranno rilasciate.),Er du sikker på[c] at du vil fjerne de valgte objekter?[](Alle valg frigives.),選択したオブジェクトを削除してもよろしいですか？[](すべての選択が解放されます。),您確定要刪除所選對象嗎？[](將釋放所有選擇。),您确定要删除所选对象吗？[](将释放所有选择。),Czy na pewno chcesz usunąć wybrane obiekty?[] (Wszystkie wybrane obiekty zostaną zwolnione),
StartPage_GettingStarted,726,Getting Started,시작하기,Commencer,Einstieg,Empezando,Iniziare,Kom godt i gang,入門ガイド,入門文檔,入门文档,Getting Started,
StartPage_VideoTutorials,727,Video Tutorials,동영상 튜토리얼,Tutoriels vidéos,Videoanleitungen,Tutoriales en vídeo,Tutorial video,Videovejledninger,ビデオチュートリアル,視頻教程,视频教程,Video Tutorials,
StartPage_Manual,728,Manual,메뉴얼,Manuel,Handbuch,Manual,Manuale,brugervejledning,マニュアル,手動的,手动的,Manual,
StartPage_Forum,729,Forum,포럼,Forum,Forum,Foro,Forum,Forum,フォーラム,論壇,论坛,Forum,
URPWarningMsgInfo,730,If clipping does not work when using URP's 2D Renderer[c][]set the value of [Camera Sorting Layer Texture > Foremost Sorting Layer] in [2D Renderer] to a value other than [Disabled].,URP의 2D Renderer를 사용할 때 클리핑이 동작하지 않는다면[c][][2D Renderer]의 [Camera Sorting Layer Texture > Foremost Sorting Layer]를 [Disabled] 외의 값으로 변경해주세요.,Si l'écrêtage ne fonctionne pas lors de l'utilisation du moteur de rendu 2D d'URP[c][]définissez la valeur de [Camera Sorting Layer Texture > Foremost Sorting Layer] dans [2D Renderer] sur une valeur autre que [Disabled].,Wenn das Beschneiden bei Verwendung des 2D-Renderers von URP nicht funktioniert[c][]setzen Sie den Wert von [Camera Sorting Layer Texture > Foremost Sorting Layer] in [2D Renderer] auf einen anderen Wert als [Disabled].,Si el recorte no funciona cuando se usa el renderizador 2D de URP[c][]establezca el valor de [Camera Sorting Layer Texture > Foremost Sorting Layer] en [2D Renderer] en un valor que no sea [Disabled].,Se il ritaglio non funziona quando si utilizza il renderer 2D di URP[c][]impostare il valore di [Camera Sorting Layer Texture > Foremost Sorting Layer] in [2D Renderer] su un valore diverso da [Disabled].,Hvis klipning ikke virker[c] når du bruger URP's 2D Renderer[c][]skal du indstille værdien for [Camera Sorting Layer Texture > Foremost Sorting Layer] i [2D Renderer] til en anden værdi end [Disabled].,「URP」の「2D Renderer」を使用しているときにクリッピングが機能しない場合は[c][]「2D Renderer」の「Camera Sorting Layer Texture > Foremost Sorting Layer」の値を「Disabled」以外の値に設定します。,如果在使用 URP 的 2D Renderer 時裁剪不起作用[c][]請將 [2D Renderer] 中的 [Camera Sorting Layer Texture > Foremost Sorting Layer] 的值設置為 [Disabled] 以外的值。,如果在使用 URP 的 2D Renderer 时裁剪不起作用[c][]请将 [2D Renderer] 中的 [Camera Sorting Layer Texture > Foremost Sorting Layer] 的值设置为 [Disabled] 以外的值。,Jeśli przycinanie nie działa podczas korzystania z renderera 2D URP[c][]ustaw wartość [Camera Sorting Layer Texture > Foremost Sorting Layer] w [2D Renderer] na wartość inną niż [Disabled].,
RenderPipelineOptionUnmatch_Title,731,Render Pipeline Option,Render Pipeline 옵션,Options de pipeline de rendu,Render-Pipeline-Optionen,Opciones de canalización de renderizado,Opzioni di rendering della pipeline,Render pipeline muligheder,パイプラインオプションのレンダリング,渲染管線選項,渲染管线选项,Opcja potoku renderowania,
RenderPipelineOptionUnmatch_ToURP_Body,732,If you are using URP[c] you need to change the [Bake > Setting > Render Pipeline] option to [Scriptable Render Pipeline].,현재 URP를 사용하고 있다면[c] [Bake > Setting > Render Pipeline] 옵션을 [Scriptable Render Pipeline]으로 변경해야합니다.,Si vous utilisez URP[c] vous devez remplacer l'option [Bake > Setting > Render Pipeline] par [Scriptable Render Pipeline].,Wenn Sie URP verwenden[c] müssen Sie die Option [Bake > Setting > Render Pipeline] in [Scriptable Render Pipeline] ändern.,Si está utilizando URP[c] debe cambiar la opción [Bake > Setting > Render Pipeline] a [Scriptable Render Pipeline].,Se stai usando URP[c] devi cambiare l'opzione [Bake > Setting > Render Pipeline] in [Scriptable Render Pipeline].,Hvis du bruger URP[c] skal du ændre indstillingen [Bake > Setting > Render Pipeline] til [Scriptable Render Pipeline].,URPを使用している場合は[c]「Bake > Setting > Render Pipeline」オプションを「Scriptable Render Pipeline」に変更する必要があります。,如果您使用的是 URP[c]則需要將 [Bake > Setting > Render Pipeline] 選項更改為 [Scriptable Render Pipeline]。,如果您使用的是 URP[c]则需要将 [Bake > Setting > Render Pipeline] 选项更改为 [Scriptable Render Pipeline]。,Jeśli używasz URP[c] musisz zmienić opcję [Bake > Setting > Render Pipeline] na [Scriptable Render Pipeline].,
RenderPipelineOptionUnmatch_ToDefault_Body,733,If you are not using URP[c] you should return the [Bake > Setting > Render Pipeline] option to [Default].,현재 URP를 사용하지 않는다면 [Bake > Setting > Render Pipeline] 옵션을 [Default]로 되돌려야 합니다.,Si vous n'utilisez pas URP[c] vous devez remettre l'option [Bake > Setting > Render Pipeline] sur [Default].,Wenn Sie URP nicht verwenden[c] sollten Sie die Option [Bake > Setting > Render Pipeline] auf [Default] zurücksetzen.,Si no está utilizando URP[c] debe devolver la opción [Bake > Setting > Render Pipeline] a [Default].,Se non stai usando URP[c] dovresti riportare l'opzione [Bake > Setting > Render Pipeline] su [Default].,Hvis du ikke bruger URP[c] skal du returnere indstillingen [Bake > Setting > Render Pipeline] til [Default].,URPを使用していない場合は[c]「Bake > Setting > Render Pipeline」オプションを「Default」に戻す必要があります。,如果你沒有使用 URP[c]你應該將 [Bake > Setting > Render Pipeline] 選項返回到 [Default]。,如果你没有使用 URP[c]你应该将 [Bake > Setting > Render Pipeline] 选项返回到 [Default]。,Jeśli nie korzystasz z URP[c] zmień opcję [Bake > Setting > Render Pipeline] na [Default].,
ChangeNow,734,Change Now,지금 변경하기,Change maintenant,Jetzt ändern,Cambia ahora,Cambia ora,Skift nu,今すぐ変更,現在改變,现在改变,Zmień teraz,
Setting_CheckScriptableRenderPipelineWhenBake,735,When executing Bake[c] check whether options are proper to the current render pipeline.,Bake 실행시 렌더 파이프라인에 맞게 옵션이 설정되었는지 확인합니다.,Lors de l'exécution de Bake[c] vérifiez si les options sont appropriées au pipeline de rendu actuel.,Überprüfen Sie beim Ausführen von Bake[c] ob die Optionen für die aktuelle Renderpipeline geeignet sind.,Al ejecutar Bake[c] compruebe si las opciones son adecuadas para la canalización de renderización actual.,Quando si esegue Bake[c] controllare se le opzioni sono appropriate per la pipeline di rendering corrente.,Når du udfører Bake[c] skal du kontrollere[c] om mulighederne passer til den aktuelle gengivelsespipeline.,Bakeを実行するときは[c]オプションが現在のレンダリングパイプラインに適切かどうかを確認してください。,執行 Bake 時[c]檢查選項是否適合當前渲染管道。,执行 Bake 时[c]检查选项是否适合当前渲染管道。,Podczas wykonywania Bake sprawdź[c] czy opcje są odpowiednie dla bieżącego potoku renderowania.,
DLG_DoNotShowThisMessage,736,Do not show this message,메시지 표시하지 않기,Ne pas afficher ce message,Diese Nachricht nicht anzeigen,No mostrar este mensaje,Non mostrare questo messaggio,Vis ikke denne besked,メッセージを表示しない,不顯示此消息,不显示此消息,Nie pokazuj tej wiadomości,
DLG_RemovePin_Title,737,Remove pin,핀 삭제,Supprimer les épingles,Stifte entfernen,Eliminar pines,Rimuovi Pin,Fjern stifter,ピンを外します,移除引腳,移除引脚,Usuń szpilki,
DLG_RemovePin_All_Body,738,Are you sure you want to remove all pins?,모든 핀을 삭제하시겠습니까?,Voulez-vous vraiment supprimer toutes les épingles ?,Sind Sie sicher[c] dass Sie alle Stifte entfernen möchten?,¿Seguro que quieres quitar todos los pines?,Sei sicuro di voler rimuovere tutti i pin?,Er du sikker på[c] at du vil fjerne alle stifterne?,すべてのピンを削除してもよろしいですか？,確定要刪除所有引腳嗎？,确定要删除所有引脚吗？,Czy na pewno chcesz usunąć wszystkie szpilki?,
DLG_RemovePin_Selected_Body,739,Are you sure you want to remove the selected pins?,선택한 핀을 삭제하시겠습니까?,Voulez-vous vraiment supprimer les épingles sélectionnées ?,Möchten Sie die ausgewählten Stifte wirklich entfernen?,¿Está seguro de que desea eliminar los pines seleccionados?,Sei sicuro di voler rimuovere i pin selezionati?,Er du sikker på[c] at du vil fjerne de valgte stifter?,選択したピンを削除してもよろしいですか？,您確定要刪除選定的引腳嗎？,您确定要删除选定的引脚吗？,Czy na pewno chcesz usunąć wybrane szpilki?,
Setting_UnspecifiedValueInAnimTransition,740,Unspecified value in animation transition,애니메이션 전환시의 지정되지 않은 값,Valeur non spécifiée dans la transition d'animation,Nicht angegebener Wert im Animationsübergang,Valor no especificado en la transición de animación,Valore non specificato nella transizione dell'animazione,Uspecificeret værdi i animationsovergang,アニメーション遷移の不特定の値,動畫過渡中的未指定值,动画过渡中的未指定值,Nieokreślona wartość w przejściu animacji,
DLG_StopRigAutoNormalize_Title,741,Disable [Auto Normalize],[자동 노멀라이즈] 중지,Désactiver [Auto-Normaliser],[Auto-Normalize] deaktivieren,Deshabilitar [Auto-Normalizar],Disattiva [Auto Normalizza],Deaktiver [Auto Normaliser],[自動ノーマライズ]を無効,禁用[自動標準化],禁用[自动标准化],Wyłącz [Auto-normalizacja],
