Text Type,Text Index,1 English (영어),2 Korean (한국어),3 French (프랑스어),4 German (독일어),5 Spanish (스페인어),6 Italian (이탈리아어),7 Danish (덴마크어),8 Japanese (일본어),9 Chinese_Traditional (중국어-번체),10 Chinese_Simplified (중국어-간체),11 Polish (폴란드어),
GUIMenu_EnablePhysics,419,Enable Physics,물리 효과 미리보기,Activer la Physique,Physik aktivieren,Habilitar física,Abilita fisica,Aktivér fysik,物理を有効に,啟用物理,启用物理,Włącz fizykę,
GUIMenu_OnionSkin,420,Onion Skin,오니온 스킨(잔상),Onion Skin,Zwiebelhaut,Piel de cebolla,Buccia di cipolla,Løg hud,オニオンスキン,洋蔥皮,洋葱皮,Skórka cebuli,
GUIMenu_ShowOnionSkin,421,Show Onion Skin,오니온 스킨 보이기,Afficher la Onion Skin,Zwiebelschale zeigen,Mostrar piel de cebolla,Mostra la buccia di cipolla,Vis løghud,オニオンスキンを表示,顯示洋蔥皮,显示洋葱皮,Pokaż skórkę cebuli,
GUIMenu_Settings,422,Settings,설정,Réglages,Einstellungen,Configuraciones,impostazioni,Indstillinger,設定,設定值,设定值,Ustawienia,
GUIMenu_VisibilityPresets,423,Visibility Preset,보기 프리셋,Préréglage de visibilité,Sichtbarkeitsvoreinstellung,Preajuste de visibilidad,Visibilità preimpostata,Forudindstillet synlighed,可視性プリセット,可見性預設,可见性预设,Widoczność gotowa,
GUIMenu_EnablePreset,424,Enable Preset,프리셋 적용하기,Activer le Préréglage,Voreinstellung aktivieren,Habilitar preajuste,Abilita preimpostata,Aktiver forudindstilling,プリセットを有効に,啟用預設,启用预设,Włącz ustawienie wstępne,
GUIMenu_Rotoscoping,425,Rotoscoping,로토스코핑,Rotoscopie,Rotoskopieren,Rotoscopia,Rotoscoping,Rotoscoping,ロトスコーピング,旋轉範圍,旋转范围,Rotoscoping,
GUIMenu_EnableRotoscopingImages,426,Enable Rotoscoping,로토스코핑 켜기,Activer la rotoscopie,Aktivieren Sie das Rotoskopieren,Habilitar la Rotoscopia,Abilita Rotoscoping,Aktivér Rotoscoping,ロトスコーピングを有効に,啟用旋轉範圍,启用旋转范围,Włącz Rotoscoping,
GUIMenu_EditModeOptions,427,Edit Mode Options,편집 모드 옵션,Options du Mode d'édition,Optionen für Bearbeitungsmodus,Opciones del Modo de edición,Opzioni Modalità di modifica,Indstillinger for Rediger tilstand,編集モードのオプション,編輯模式選項,编辑模式选项,Opcje trybu edycji,
GUIMenu_ExMod_ApplyOtherMod,428,Apply Multiple Modifiers if no conflict,충돌이 없는 경우 다른 모디파이어 적용,Appliquer plusieurs modificateurs si aucun conflit,Wenden Sie mehrere Modifikatoren an[c] wenn kein Konflikt vorliegt,Aplicar varios modificadores si no hay conflicto,Applica più modificatori in assenza di conflitto,Anvend flere modifikatorer[c] hvis der ikke er nogen konflikt,競合がない場合は[c]複数のモディファイヤを適用,如果沒有衝突[c]則應用多個修飾符,如果没有冲突[c]则应用多个修饰符,Zastosuj wiele modyfikatorów[c] jeśli nie ma konfliktu,
GUIMenu_ExMod_ShowAsGray,429,Show Non-edited objects as Gray,대상이 아닌 오브젝트 회색으로 출력,Afficher les objets non modifiés en gris,Nicht bearbeitete Objekte als grau anzeigen,Mostrar objetos no editados como gris,Mostra gli oggetti non modificati in grigio,Vis ikke-redigerede objekter som grå,非編集オブジェクト灰色で表示,將未編輯的對象顯示為灰色,将未编辑的对象显示为灰色,Pokaż obiekty nieedytowane jako szare,
GUIMenu_ExMod_SelectionLock,430,Selection lock for Non-edited objects,대상이 아닌 오브젝트 선택 불가,Verrouillage de la sélection pour les objets non modifiés,Auswahlsperre für nicht bearbeitete Objekte,Bloqueo de selección para objetos no editados,Blocco della selezione per oggetti non modificati,Valg af lås til ikke-redigerede objekter,非編集オブジェクト選択不可,未編輯對象的選擇鎖,未编辑对象的选择锁,Blokada wyboru dla obiektów nieedytowanych,
GUIMenu_PrevImage,431,Previous Image,이전 이미지,Image précédente,Vorheriges Bild,Imagen anterior,Immagine precedente,Forrige billede,前の画像,上一張圖片,上一张图片,Poprzedni obraz,
GUIMenu_NextImage,432,Next Image,다음 이미지,Image suivante,Nächstes Bild,Imagen siguiente,Immagine successiva,Næste billede,次の画像,下一張圖片,下一张图片,Następny obraz,
SetIn8Directions,433,Set in 8 directions,8방향으로 설정,Situé dans 8 directions,In 8 Richtungen einstellen,Colocado en 8 direcciones,Impostato in 8 direzioni,Sæt i 8 retninger,8方向に設定,設置8個方向,设置8个方向,Ustaw w 8 kierunkach,
GUIMenu_ShowHowToEdit,434,Show How to Edit,편집 방법 보이기,Afficher Comment contrôler,Kontrollmethoden anzeigen,Mostrar cómo editar,Mostra come modificare,Vis hvordan man redigerer,編集方法を表示,顯示如何編輯,显示如何编辑,Pokaż metody sterowania,
SelectMore,435,Select More,추가하여 선택,Plus choisir,Wählen Sie Mehr,Seleccione más,Seleziona Altro,Vælg Mere,もっと選択,選擇更多,选择更多,Wybierz Więcej,
DeselectAll,436,Deselect All,모두 선택 해제,Non tout choisir,Alle abwählen,Deseleccionar todo,Deselezionare tutto,Fravælg alle,すべての選択を解除,全部取消選擇,全部取消选择,Odznacz wszystkie,
GUIMenu_Guidelines,437,Guidelines,안내선,Lignes directrices,Hilfslinien,Pautas,Linee guida,Retningslinier,ガイド,指南,指南,Wytyczne,
GUIMenu_ShowGuidelines,438,Show Guidelines,안내선 보이기,Afficher les lignes directrices,Hilfslinien anzeigen,Mostrar pautas,Mostra linee guida,Vis retningslinjer,ガイド表示,顯示指南,显示指南,Pokaż wytyczne,
Rename,439,Rename,이름 변경,Renommer,Umbenennen,Rebautizar,Rinominare,Omdøb,名前を変更,改名,改名,Przemianować,
MoveUp,440,Move Up,위로 이동,Monter,Nach oben verschieben,Ascender,Ascendere,Flyt op,上に移動,上移,上移,Podnieść,
MoveDown,441,Move Down,아래로 이동,Descendre,Nach unten verschieben,Descender,Scendere,Flyt ned,下に移動,下移,下移,Padnij,
Search,442,Search,검색,Rechercher,Suche,Buscar,Ricerca,Søg,探,搜索,搜索,Szukaj,
SelectAll,443,Select All,모두 선택,Tout sélectionner,Wählen Sie Alle,Seleccionar todo,Seleziona tutto,Vælg alle,すべて選択,全選,全选,Zaznacz wszystko,
Remove,444,Remove,삭제,Supprimer,Entfernen,Eliminar,Rimuovere,Fjerne,削除,去掉,去掉,Usunąć,
RotationByAngle,445,Rotation by Angle,각도에 의한 회전,Rotation par Angle,Drehung um Winkel,Rotación por ángulo,Rotazione per angolo,Rotation efter vinkel,角度による回転,按角度旋轉,按角度旋转,Obrót o kąt,
RotationByVector,446,Rotation by Vector,벡터에 의한 회전,Rotation par Vecteur,Drehung durch Vektor,Rotación por vector,Rotazione per vettore,Rotation efter vektor,ベクトルによる回転,按矢量旋轉,按矢量旋转,Obrót o wektor,
SizeOfImage,447,Size of Image,이미지의 크기,Taille de l'image,Größe des Bildes,Tamaño de la imagen,Dimensione dell'immagine,Størrelse af billedets ,画像のサイズ,圖片尺寸,图片尺寸,Rozmiar obrazu,
SizeOfTextureAsset,448,Size of Texture Asset,텍스쳐 에셋의 크기,Taille de l'actif de texture,Größe des Textur-Assets,Tamaño del activo de textura,Dimensione della risorsa trama,Størrelse af teksturaktivet,テクスチャアセットのサイズ,紋理資源的尺寸,纹理资源的尺寸,Rozmiar zasobu tekstury,
ChangeSize,449,Change Size,이미지 크기 변경,Changer la taille,Größe ändern,Cambiar tamaño,Cambia taglia,Skift størrelse,サイズを変更,更改尺寸,更改尺寸,Zmień rozmiar,
MultipleQuickGenerate,450,Multiple Quick Generate,다중 빠른 생성,Génération rapide multiple,Mehrere Schnellgenerierung,Generación rápida múltiple,Generazione rapida multipla,Flere Hurtig generering,複数のクイック生成,多重快速生成,多重快速生成,Wielokrotne szybkie generowanie,
GUIMenu_InvertBGColor,451,Invert Background Color,배경 색상 반전,Inverser la couleur d'arrière-plan,Hintergrundfarbe umkehren,Invertir color de fondo,Inverti colore di sfondo,Vend baggrundsfarve,背景色を反転,反轉背景顏色,反转背景颜色,Odwróć kolor tła,
GUIMenu_RemoveMultiple,452,Remove Multiple,여러 개 삭제,Supprimer plusieurs,Mehrere entfernen,Eliminar varios,Rimuovi multipli,Fjern flere,複数削除,刪除多個,删除多个,Usuń wiele,
Pin,453,Pin,핀,Épingle,Stift,Pin,Pin,Stifter,ピン,引腳,引脚,Szpilka,
SelectPins,454,Select Pins,핀 선택하기,Sélectionnez les épingles,Wählen Sie die Stifte,Seleccione Pin,Seleziona Pin,Vælg stifter,ピンを選択,選擇引腳,选择引脚,Wybierz szpilki,
AddPins,455,Add Pins,핀 추가하기,Ajouter des épingles,Fügen Sie die Stifte,Añadir Pin,Aggiungi Pin,Tilføj stifter,ピンを追加,添加引腳,添加引脚,Dodaj szpilki,
LinkPins,456,Link Pins,핀 연결하기,Connecter les broches,Verbinden Sie die Stifte,Conecta Pines,Collegare Pin,Forbind stifter,ピンを接続,連接引腳,连接引脚,Połącz szpilki,
TestPins,457,Test Pins,핀 테스트하기,Simuler des épingles,Simulieren Sie die Stifte,Simular Pin,Simula Pin,Simuler stifter,ピンをテスト,測試引腳,测试引脚,Symuluj szpilki,
ResetTestPosition,458,Reset Test Position,테스트 위치 초기화,Réinitialiser la position d'essai,Testposition zurücksetzen,Restablecer posición de prueba,Ripristina posizione di prova,Nulstil testposition,テスト位置をリセット,重置測試位置,重置测试位置,Resetuj pozycję testową,
AutoRefreshON,459,Auto Refresh ON,자동 갱신 ON,Actualisation automatique ON,Automatische Aktualisierung ON,Actualización automática ON,Aggiornamento automatico ON,Automatisk opdatering ON,自動更新 ON,自動刷新 ON,自动刷新 ON,Automatyczne odświeżanie ON,
AutoRefreshOFF,460,Auto Refresh OFF,자동 갱신 OFF,Actualisation automatique OFF,Automatische Aktualisierung OFF,Actualización automática OFF,Aggiornamento automatico OFF,Automatisk opdatering OFF,自動更新 OFF,自動刷新 OFF,自动刷新 OFF,Automatyczne odświeżanie OFF,
RefreshWeight,461,Refresh Weight,가중치 갱신,Actualiser le poids,Gewicht aktualisieren,Actualizar Peso,Aggiorna peso,Opfrisk vægt,体重を更新,刷新權重,刷新权重,Odśwież wagę,
Falloff,462,Falloff,폴오프,Falloff,Falloff,Falloff,Falloff,Falloff,フォールオフ,衰減區,衰减区,Falloff,
RemoveAllPins,463,Remove All Pins,모든 핀 삭제,Supprimer toutes les épingles,Alle Stifte entfernen,Eliminar todos los Pines,Rimuovi tutti i Pin,Fjern alle stifter,すべてのピンを削除,刪除所有引腳,删除所有引脚,Usuń wszystkie szpilki,
SelectPin,464,Select Pin,핀 선택,Sélectionnez l'épingle,Wählen Sie die Stifte aus,Seleccionar pin,Seleziona un Pin,Vælg stifter,ピンを選択,選擇引腳,选择引脚,Wybierz szpilki,
AddLinkMovePin,465,Add[c] Link or Move Pin,핀 추가/이동/연결,Ajouter[c] lier ou déplacer une épingle,Stifte hinzufügen[c] verknüpfen oder verschieben,Agregar[c] vincular o mover pin,Aggiungi[c] collega o sposta Pin,Tilføj[c] Link eller Flyt stifter,ピンの追加[c]リンク[c]または移動,添加[c]鏈接或移動引腳,添加[c]链接或移动引脚,Dodaj[c] połącz lub przenieś szpilki,
LinkPins_HowToUse,466,Link Pins,핀 연결,Épingles de lien,Verbindungsstifte,Pines de enlace,Pin di collegamento,Link stifter,リンクピン,鏈接引腳,链接引脚,Link do szpilek,
DeselectRemovePinCurve,467,Deselect or Remove Pin/Curve,선택 해제 또는 핀/커브 삭제,Supprimer les épingles et les courbes,Stift/Kurve abwählen oder entfernen,Deseleccionar o quitar pin/curva,Deseleziona o rimuovi Pin/Curva,Fravælg eller fjern stifter og kurver,ピン/カーブの選択を解除または削除します,取消選擇或刪除引腳/曲線,取消选择或删除引脚/曲线,Odznacz lub usuń szpilki/krzywe,
DeselectRemoveCurve,468,Deselect or Remove Curve,선택 해제 또는 커브 삭제,Supprimer les courbes,Kurve abwählen oder entfernen,Deseleccionar o quitar curva,Deseleziona o rimuovi Curva,Fravælg eller fjern kurver,カーブの選択を解除または削除します,取消選擇或刪除曲線,取消选择或删除曲线,Odznacz lub usuń krzywe,
SnapToPin,469,Snap to Pin,핀에 스냅,Accrocher à l'épingle,Zum Stifte einrasten,Ajustar a pin,Aggancia al Pin,Fastgør til stifter,ピンにスナップ,對齊引腳,对齐引脚,Przyciągaj do szpilek,
SwitchCurveShape,470,Switch Curve Shape,커브 형태 전환,Changer la forme de la courbe,Kurvenform wechseln,Cambiar forma de curva,Cambia forma curva,Skift kurveform,曲線形状の切り替え,開關曲線形狀,开关曲线形状,Zmień kształt krzywej,
RemoveAllKeys,471,Remove All Keys,모든 키 삭제,Supprimer toutes les clés,Alle Schlüssel entfernen,Eliminar todas las claves,Rimuovi tutte le chiavi,Fjern alle nøgler,すべてのキーを削除,刪除所有密鑰,删除所有密钥,Usuń wszystkie klucze,
WeightByControlParameter,472,Weight by Control Parameter,컨트롤 파라미터에 의한 가중치,Poids par paramètre,Gewicht nach Parameter,Peso por parámetro,Peso per parametro,Vægt efter kontrolparameter,制御パラメータによる重量,控制參數權重,控制参数权重,Waga według parametru,
SelectTargetProperties,473,Select Target Properties,대상 속성 선택하기,Sélectionnez les propriétés de la cible,Wählen Sie Zieleigenschaften aus,Seleccionar propiedades de destino,Seleziona Proprietà Target,Vælg Målegenskaber,ターゲットプロパティを選択します,選擇目標屬性,选择目标属性,Wybierz właściwości docelowe,
Vertices,474,Vertices,버텍스,Sommets,Scheitelpunkte,vértices,Vertici,Vertices,頂点,頂點,顶点,Punkty,
Pins,475,Pins,핀,Épingles,Stifte,Pines,Perni,Stifter,ピン,引腳,引脚,Szpilki,
OnlySelectedVerticesPins,476,Only Selected Vertices/Pins,선택된 버텍스/핀만,Seuls les Sommets/Épingles Sélectionnés,Nur ausgewählte Scheitelpunkte/Stifte,Solo Vértices/Pines seleccionados,Solo Vertici/Perni selezionati,Kun udvalgte hjørner og stifter,選択した頂点とピンのみ,僅選定的頂點/引腳,仅选定的顶点/引脚,Tylko wybrane Punkty/Szpilki,
Visibility,477,Visibility,보이기 여부,Visibilité,Sichtweite,Visibilidad,Visibilità,Sigtbarhed,可視性,能見度,能见度,Widoczność,
